,Y,E1,E2,E3,E4,E5,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15
425,9.954297687,0.674044687,0.29559147,0.620855676,-0.224894409,1.090408469,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
426,10.04114776,-1.055811473,0.777863074,0.988990978,1.168525253,0.322780839,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0
427,10.08523673,-0.301889084,0.779933839,1.134795832,-0.837494912,-0.52835749,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0
428,9.968627239,-0.8738971,0.757809831,-0.373677879,0.320786499,-0.767114492,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1
429,10.05949728,1.300387361,3.132381127,1.53260462,-0.838915678,1.064130093,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0
430,9.984203921,0.912380599,1.036327598,0.113332483,-0.193879094,0.248704524,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
431,9.981320065,1.442128386,0.797879187,-0.569007656,-0.153701743,-0.380293317,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0
432,10.12963653,-1.362638237,0.482722112,-0.174126575,0.50055721,-1.294866026,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0
433,10.04796998,1.292345628,1.092073019,-0.916434086,0.622989185,-0.719741302,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
434,9.933851531,-0.704214695,0.000269052,1.24584861,-0.38268497,1.614952373,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1
435,9.972889127,0.568320363,1.056503995,0.253977854,-1.636741686,0.400965256,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
436,10.0813081,1.518506459,0.48292502,1.502756496,-0.087800486,-1.317257505,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1
437,10.00435893,-2.853278247,-0.61781513,-0.614824303,1.995331357,-1.162368988,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
438,9.835028799,1.719432166,-1.449528137,-0.223642214,-0.921388788,-0.095265139,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1
439,9.950892857,1.117175444,-0.055350916,0.903431475,0.500640761,1.296144377,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
440,9.939398125,0.63007876,0.997579909,0.764473385,1.032140216,-1.038865208,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0
441,10.00040416,-0.123183227,0.84565207,0.186891134,-0.94941671,-0.055211664,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
442,9.957603602,-1.782206432,1.71452993,1.846414018,-0.225351845,0.390773142,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
443,10.1660076,1.001002603,0.177065004,-1.158426088,-0.667881972,-1.488820286,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
444,10.04945996,-0.973833774,0.681123256,1.355234629,-1.43386896,0.237531368,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
445,9.944274582,-0.922826193,-0.197432601,0.774376525,-0.366048949,1.047404811,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1
446,10.01671616,-0.970357381,1.776652726,-0.457903894,-1.571862005,0.118248595,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1
447,9.879336811,-0.849931737,-0.584282086,-0.494665949,0.712075892,0.621267211,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0
448,9.918334915,-0.912772704,-0.422337575,0.797820009,2.248212506,2.150054407,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
449,10.10430831,0.709940118,0.661489793,1.401909785,0.726842984,-0.482191202,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0
450,10.0970649,0.148760588,2.192772377,-0.519090631,-1.191726155,2.117057441,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1
451,10.10023939,-0.157348756,1.258362884,-0.922812712,1.011995382,0.245604451,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0
452,10.02826586,1.267351838,1.176695947,-0.797449858,-0.709382573,-1.108980152,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0
453,10.04231015,-0.873877117,1.338702653,0.323854614,1.084602459,-0.835951837,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
454,9.985595167,-0.618123473,-0.013806402,0.161794696,-0.84764058,0.127011072,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1
455,9.98156059,0.442918899,-1.014493175,-1.243559857,1.610514924,-0.357086322,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1
456,9.961880874,1.394491822,-1.146990515,1.051575543,0.023748023,-0.334079915,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0
457,9.96226436,-0.145942528,0.289647286,-0.709070462,-0.007632194,-0.565314493,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
458,9.870703907,0.08992415,0.304670333,1.412242201,0.752647132,0.647199598,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1
459,10.03066739,1.902668499,-0.18643613,-0.371387812,-0.886486046,-1.574510979,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0
460,9.923850815,0.272888424,-0.213055686,0.776129209,0.691670173,1.295843099,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0
461,9.838088786,-0.310664278,-0.813655695,0.414781243,-0.193768893,-0.473486949,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
462,10.01353108,-2.886626366,-0.494989079,0.714405301,-1.330019273,1.922684866,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
463,10.03327436,-0.173189829,1.52059778,0.35360326,-1.542154785,0.959814563,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1
464,9.964624019,-0.829947863,0.741695127,-1.327604547,-0.775523626,1.483390816,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1
465,9.932149551,0.190152632,-1.36195919,-0.763699555,-1.111522296,-0.588549885,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0
466,10.05344788,0.270434766,0.85761897,-0.19067851,-0.136241655,0.452297797,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
467,9.980081414,-0.657914079,-0.813474715,-0.712352472,-1.876865013,-0.628413553,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0
468,9.932395914,0.104481491,-1.056809272,0.693246895,1.787182378,0.666001752,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1
469,10.00337069,-0.860042318,1.823779197,0.584127445,-0.667604505,0.727460681,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0
470,9.993899385,-1.239283113,-0.224728909,-0.906070713,0.253730808,-0.378861314,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1
471,10.08508034,-0.35995505,0.184019506,0.659934682,-0.478358047,-1.138254428,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0
472,9.87150578,-0.174714697,-0.716697236,-0.38064329,1.413804463,1.952536709,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0
473,9.932831704,-0.593233188,-0.017770697,-0.184001596,0.715880695,-0.001665896,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1
474,9.957866584,-0.664137688,-1.405406437,0.788109435,1.78160615,-1.091585172,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0
475,9.986586306,0.691722657,1.009149845,0.489755161,0.428428085,0.649104929,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0
476,9.880325505,-0.494345337,-0.155781036,0.693446311,-0.022736763,1.902929957,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0
477,9.891214011,-0.401400974,-0.197630098,-1.145806096,2.474351011,1.214757531,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
478,10.04927569,1.853112975,0.806842838,0.384270467,-0.795422757,0.757339156,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1
479,9.981961206,0.066623059,1.106227551,-1.089292992,-0.571907505,1.599368974,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1
480,9.951140246,-0.277571062,0.709957279,-0.106604252,1.49629529,1.158672723,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
481,9.987263943,-0.254654843,-0.589956824,-0.610805169,0.270122457,0.401557622,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0
482,9.99441682,-0.411606983,0.059258515,-0.579327848,0.176073034,0.323876191,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1
483,9.881419178,1.378609341,-0.855571549,-0.725297063,1.184530956,0.651686184,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0
484,9.930672984,-0.007702213,-0.538596475,-0.870717033,0.939947524,0.275569919,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1
485,9.899335669,-0.932904366,-0.176305887,0.563058569,-2.184849668,2.075863143,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0
486,10.05070928,-2.047951398,-0.374203371,-1.554376122,-1.148993265,0.781697164,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0
487,9.909128521,0.234079424,-0.539635678,-1.343025061,0.467608341,1.221571179,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0
488,9.950008713,1.400971071,0.034325292,-0.718343386,1.913623695,0.358383433,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0
489,9.906282517,0.685602521,-0.080319817,0.159922542,0.466698264,0.531586639,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1
490,9.967858094,-0.25481339,0.970707944,1.796343689,0.009461258,1.392378648,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
491,10.04425252,-0.99552935,0.683394367,0.117799357,-1.434434962,-1.168029749,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1
492,10.08080771,-0.774491738,-0.699892013,1.559766456,-0.519853218,-1.198952545,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0
493,10.01757017,0.218569556,0.608392146,0.687751866,1.176439401,-0.841178094,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1
494,9.980315754,-0.214955842,0.094184588,0.021549609,-0.419289699,-0.976992737,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1
495,9.939723695,2.022977703,-0.75327154,0.166387438,2.130241712,-1.422489291,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1
496,9.931099406,0.15196006,-0.238882768,-0.395864633,0.716200133,0.472786988,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0
497,9.929641672,-0.44655821,-0.964496334,-0.466767674,0.344187341,1.826872045,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0
498,9.959669029,0.489287135,-0.356028805,1.072298109,0.904562306,0.244893283,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1
499,9.860540243,1.822501241,-0.815005763,-0.110674659,0.959514027,1.38214454,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1
500,9.942360983,-1.406842677,-0.233666615,0.674249567,1.567146667,1.138162114,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0
501,9.951022315,1.696781519,1.529812156,0.926210411,0.053698591,-0.498657506,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0
502,10.06475251,0.406207487,2.045272787,-1.13502188,0.544975062,-1.554694034,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0
503,9.898007165,-1.141778952,-0.075248556,0.945411488,-0.40554836,1.894727583,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
504,10.06748396,-0.787118823,0.734137186,-0.724202808,-0.039314672,-0.605433044,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0
505,9.980647519,0.137149219,-0.208836542,-0.698878828,1.381773241,-0.422463402,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1
506,9.920205575,1.387213355,-0.51331538,0.374727566,-1.568059297,-0.549923998,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0
507,9.865822911,1.204223281,0.254318674,-0.24086116,-0.008383735,0.1744022,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0
508,10.0250406,-0.396709747,0.131693896,-0.729922701,0.152831743,-1.883633407,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0
509,9.954462451,0.065116962,0.158177941,-1.13923048,0.03645567,0.861961273,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
510,9.948511041,1.152366262,1.068396231,-0.923244053,0.424877709,0.085928086,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0
511,9.783565243,0.283417391,-2.844939919,0.115948402,-2.947829515,0.976757334,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0
512,10.23712976,-0.408958794,2.334093239,0.709359631,-1.586355103,-0.198302519,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0
513,9.810283995,-1.580968565,-1.978017159,-0.879485708,-0.962964971,0.702039924,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1
514,9.886849493,0.651577076,-2.363732305,0.429529953,1.491690202,0.579826868,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1
515,9.977542144,0.792065097,1.163718408,0.627459423,0.082624371,0.159285725,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
516,9.929614984,-0.836110867,-0.745497252,-0.363979992,-0.203026259,0.144377512,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
517,9.974405681,-1.3427236,0.415820282,0.701584173,-0.487964375,0.000408817,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0
518,9.972339238,0.833992381,-0.710194676,1.563087058,-0.321016166,-0.196393313,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
519,9.743832932,0.350815516,-2.66556559,0.898399952,-0.133182444,0.591053759,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
520,10.02414766,-0.951127174,0.486853341,-0.911765904,2.15803224,-1.111047577,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0
521,10.0651158,0.470151438,1.081044826,-0.443655577,2.252028296,-1.430654562,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0
522,9.868078318,0.381782347,-0.151519712,0.139386507,0.827529706,2.058945731,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0
523,9.91814866,1.015297395,0.063108433,-1.56469534,0.701311385,-0.074730459,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0
524,9.980721957,-0.897817788,-0.15042321,-0.863175332,-1.341044427,0.095189709,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1
525,10.12586169,-0.328638988,1.316714026,-0.852232622,-0.871044987,-1.164438797,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1
526,9.902680468,0.590720538,0.04769813,-1.085008389,-0.268192833,1.083966159,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0
527,9.99089782,0.051042146,-0.622324996,0.316399463,-0.731956384,0.814837182,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1
528,10.01583182,0.857213922,0.107250531,1.113702916,-1.212040598,0.689350122,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0
529,10.00118738,0.381642454,1.541961409,1.006360246,-0.17151694,0.40540486,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
530,9.95255668,0.106870949,0.166943188,0.807715078,-1.088340715,-0.366935805,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1
531,9.807145262,1.140201896,-0.648525157,-0.045338079,-0.507929538,0.538126732,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1
532,9.860783677,0.061153841,-0.711246086,-1.11763867,1.31804763,1.528899268,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
533,9.952242609,-0.212382683,0.200048061,-0.701917963,0.201700012,0.266120168,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1
534,9.883618349,1.031491737,-0.611028502,0.83015573,-1.543000482,-0.186865056,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
535,9.857826185,0.947016294,-0.911925898,0.573497634,-1.52895872,0.029587118,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1
536,10.03518198,-0.528769153,-0.679126924,1.025068624,0.627617922,-0.924154578,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0
537,10.1267801,-0.859205229,0.815196759,-0.081498514,-1.700234766,-0.030942558,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
538,10.09019947,-1.184785234,-0.473239553,-0.654870779,1.005712577,-1.375563769,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1
539,10.03800903,-1.690665905,0.704516529,-0.061839702,0.150034094,0.397004905,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1
540,9.948598461,-0.550831406,-0.027956269,-0.263174484,1.122200539,1.036353555,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1
541,10.00944166,-0.516410251,-0.023629968,-1.391192397,-0.514803067,-0.657916473,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
542,9.817185446,0.492691941,0.568153002,1.584251326,1.306079518,0.646114126,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1
543,10.01967559,2.00318889,0.534660029,0.604722461,-1.001400415,-1.910127546,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0
544,10.08171215,0.556077608,0.181828646,1.050699407,1.591225701,-0.573762985,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0
545,9.898013819,-1.659945592,-1.631163414,-0.575018465,-0.772598884,0.089365352,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
546,9.97740622,-1.541228706,-1.31333349,-0.286497891,1.938135266,-0.60574689,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0
547,9.932154613,-1.698742946,0.442373776,-1.669955163,1.055508354,-0.665580531,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0
548,9.939647708,0.322316934,0.369585739,-0.082995976,-0.475782583,0.793574062,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0
549,9.963480554,-0.067551976,-0.49201786,0.258351185,-0.119224431,-0.155849532,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
550,9.952679197,-1.265553344,0.130342924,-0.913372712,-0.363090327,-0.913319865,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1
551,10.02775098,-0.17953538,-0.22415813,-0.823288457,0.613402454,-2.341748158,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1
552,10.06475629,-2.049268383,0.560433958,0.26077699,-1.728538484,1.003756526,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0
553,9.98039849,0.662756065,0.828112675,-0.130983781,2.327702274,0.677475217,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0
554,10.02098482,0.136968897,0.974970432,0.598389136,1.901430881,0.145773862,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
555,9.922959053,2.310920765,-0.601057851,1.795858167,0.607446128,-0.680246246,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1
556,10.00730698,-0.82112358,0.937167952,-0.290814675,-0.650879017,-0.720987775,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1
557,9.893424331,0.522407779,0.455971926,-0.699537168,0.720595047,0.723064581,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
558,10.07824818,-0.223282943,1.337531457,0.071329724,-0.16151135,-0.889889735,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
559,9.998873796,0.058769949,-0.526523835,-1.842641932,0.776723692,-0.438868401,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1
560,10.08532602,-1.064639151,-0.490808854,-1.980826704,0.660135516,-0.15103821,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1
561,10.02830636,-0.588279925,1.576336045,-0.497613542,-0.63487394,0.370155821,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1
562,9.918103,0.334813412,-1.566604705,0.503132993,-2.428535977,-1.675637521,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0
563,10.02376725,0.577415518,0.032513487,-1.032282902,-0.313558146,-0.069535422,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
564,9.98709293,0.866237407,-0.111193468,0.638128476,1.78249539,-1.486790125,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1
565,10.11865171,1.407868736,-0.800758722,2.169134316,-0.586629669,-1.591527535,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0
566,9.833462709,-0.449115325,-0.819981541,0.251272771,1.290057083,-0.817997587,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1
567,9.876799221,-2.413500155,-0.232349347,2.146211123,0.641426076,1.01093725,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
568,9.828683538,1.871072268,-1.502165923,1.330735441,0.376559605,-0.493722206,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0
569,9.913660615,-1.31038123,-0.27111741,0.248865062,1.427741863,-0.113602335,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
570,10.09142595,0.325554118,0.383121905,1.897197722,0.784107343,-2.246405173,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
571,10.02403368,1.138352749,-0.938158019,-0.499261184,-0.198652754,-1.943572553,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0
572,9.926357397,0.12978833,-0.061271587,-1.55648631,-0.446601756,-0.117479446,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1
573,10.07789919,-1.129961415,1.455627821,-0.621801367,-0.460754895,0.262300012,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1
574,10.11585323,-0.433155888,0.140137858,-1.220918606,-0.907933312,-1.415709832,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1
575,9.95369823,1.186338506,-0.111166036,-1.486886214,-0.707539674,0.653669028,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1
576,9.86980777,2.049727294,-1.245208925,0.909772169,-2.025573165,-0.264708038,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
577,9.949196852,0.082337179,-0.681240597,-0.096713333,-0.182744794,-1.598706448,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0
578,9.873340066,-0.873074415,0.195886373,-0.283905655,1.75482334,1.009687972,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1
579,9.928090987,0.542459055,-0.925550775,0.634315624,0.211159485,0.37310114,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1
580,9.967635811,-0.412131038,0.128962668,1.149457715,0.192859747,0.420589294,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
581,9.948253388,-0.774889716,-1.714656635,1.08516717,0.054737019,0.212128795,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0
582,10.07384417,-2.084024746,0.254073784,-1.576640492,1.162998599,0.282917982,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0
583,10.01774557,-0.620576586,-0.462657568,-0.145162842,-0.256623844,-0.245433482,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1
584,9.930743074,1.665680171,-1.284849382,-0.712415074,0.618764387,-0.700663115,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0
585,9.924707115,0.284114777,-1.077429747,-0.633267695,-0.176760565,-0.300129842,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0
586,9.935458429,2.149934009,-0.538882782,-1.56855856,-0.481595579,0.059578932,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1
587,9.837024552,0.750919984,-1.117348509,0.132682506,0.488825135,0.978465279,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0
588,9.892563905,0.712420353,-0.331609088,1.586904948,0.783207503,0.177795706,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0
589,10.02212212,-1.705959791,0.363341279,-0.018985723,0.340857418,0.213162441,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0
590,9.904823102,0.349701886,-1.050079033,-0.960505708,1.136178661,-1.062094316,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0
591,9.943680844,1.068783837,-1.529376285,2.699783586,-0.765997518,0.048068363,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1
592,9.96120313,-1.025283072,-0.275750815,-0.310504569,0.089603743,0.433241004,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1
593,10.05869202,-0.857594491,0.507112516,0.951650668,-0.418176251,-0.976720706,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0
594,9.978279588,-1.829187901,0.529547457,-0.333547856,1.979400342,1.373729367,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
595,10.09055125,-1.100084738,0.708365814,0.931228165,0.853185309,0.68753989,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0
596,9.95674044,0.654149261,-0.133681713,0.639846855,1.746673346,0.215617065,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
597,10.06360478,-2.070221825,1.544294057,0.593610002,0.189699015,1.582054559,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
598,9.975524747,-0.452713484,-0.216372185,1.070217044,0.348939091,-0.958745828,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0
599,10.0306461,0.276505325,1.060253824,-0.130280727,-0.111667452,-0.618653029,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0
600,9.948595262,-0.593744953,-1.021452084,0.406820485,-0.820033736,-1.234863251,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
601,9.98390429,-0.130315831,0.341320386,-0.381706629,-2.039352055,0.470401819,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1
602,9.998348261,-0.129544734,-0.186535033,-0.434754053,-0.938608845,0.247673047,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1
603,9.937897992,-1.092383657,-0.404245302,0.609661136,0.132319299,0.645939964,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1
604,10.0186772,1.69474762,1.232911271,0.254494058,-0.867568824,-0.209252098,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0
605,10.15452576,-0.732242892,2.319833073,-1.924465337,1.18244697,0.804650852,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0
606,9.866090756,0.238389609,-0.530775765,1.493316044,0.535389888,0.705240663,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0
607,9.961187252,-2.583883698,-0.972835284,0.308642772,-0.611806663,0.228053963,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1
608,9.95592211,-0.506910148,0.977642459,-1.719355277,1.153659598,0.79257185,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1
609,9.890516991,-0.362206851,-0.796618872,-0.043189539,-0.217580901,1.70482289,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0
610,9.974896605,0.647056983,0.484868407,-1.63432233,2.374765369,0.345351115,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1
611,10.05454197,-0.488473308,0.665691138,1.103588658,0.099186548,0.317009075,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1
612,9.892621929,0.272145683,-1.744766725,-0.057630608,-1.65152822,-0.721247052,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1
613,10.00050967,-2.845688886,-0.256481055,1.318166227,1.070580979,0.151013957,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1
614,9.858812946,0.21699688,-1.370786785,-0.539066924,1.223137149,0.947458771,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0
615,9.913053979,-1.491140904,-1.350412923,0.232944481,0.794531525,0.89613344,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0
616,10.00479453,-0.000531352,0.544298899,1.830088579,0.339337607,0.452116548,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1
617,9.94970585,-0.517772809,0.450161354,-0.682062054,-0.819704181,0.334762802,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1
618,9.983088752,-0.92649806,0.397355643,0.4219351,0.327738689,-1.979483348,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0
619,10.05862656,-0.899269656,0.25482265,2.193176071,0.145293083,-0.574676607,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1
620,9.879854202,0.476466086,-2.03744051,1.606252745,0.986793769,-0.271939363,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1
621,10.0226106,-0.516741679,-1.278134382,0.42625205,-1.099812355,-1.113213958,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
