age,income,tenure,district,profit15,online15,billpay15,profit16,online16,billpay16
4,6,9.5,1,38,0,0,-3,0,0
4,7,2.25,2,443,0,0,428,0,0
2,6,5.16,2,-29,0,0,-40,0,0
4,6,17.08,2,-163,0,0,-112,0,0
7,3,7.08,2,105,1,0,NA,NA,NA
4,7,0.75,2,-61,0,0,-17,0,0
4,9,9.41,2,52,0,0,26,0,0
3,6,7.91,2,50,0,0,37,0,0
6,4,22.25,2,31,0,0,77,0,0
5,7,7.83,2,105,0,0,155,0,0
2,7,5.91,2,-161,0,0,-5,0,0
5,6,10.83,2,92,0,0,NA,NA,NA
3,5,3.33,2,600,0,0,-20,0,0
2,4,8.5,3,-15,0,0,-45,1,0
3,6,20.41,2,-124,0,0,-94,0,0
3,4,15,3,-45,0,0,-48,0,0
2,6,9.75,2,58,1,0,-26,1,0
2,7,33.5,2,7,0,0,-4,0,0
3,6,0.58,2,-56,0,0,-36,0,0
5,8,5.58,2,33,0,0,219,0,0
3,7,21.08,3,-77,0,0,-58,0,0
5,8,29.5,2,318,0,0,92,0,0
4,9,12.66,2,-115,0,0,267,0,0
4,3,21.08,2,-62,0,0,-47,0,0
1,3,5.16,3,0,0,0,-2,0,0
4,7,6.58,2,-47,0,0,3,0,0
2,1,1.91,2,12,0,0,NA,NA,NA
4,9,3.5,2,-9,0,0,-15,0,0
4,5,2,2,-42,0,0,-66,0,0
2,3,0.5,2,-55,0,0,-50,0,0
5,3,4.75,2,316,0,0,340,1,0
3,6,3.75,3,321,0,0,-158,0,0
4,7,1.33,3,-32,0,0,-32,0,0
3,5,8.91,2,-74,0,0,NA,NA,NA
5,8,13.16,2,595,0,0,202,0,0
4,3,4.75,2,-33,0,0,NA,NA,NA
4,3,18,2,747,1,0,NA,NA,NA
4,1,1.08,1,23,0,0,-24,1,0
4,6,25.83,2,-129,1,0,22,1,0
3,9,11,2,50,0,0,44,0,0
3,9,6.25,2,342,0,0,359,0,0
6,4,21.08,2,-136,0,0,-137,0,0
2,4,7.5,2,-65,0,0,61,0,0
3,5,3.75,2,-60,0,0,NA,NA,NA
7,9,4.16,2,-165,0,0,NA,NA,NA
7,5,6.5,2,-74,0,0,-80,0,0
6,6,6.83,3,82,0,0,113,0,0
2,6,1.5,2,-26,0,0,-6,1,1
5,8,3.25,2,-75,0,0,NA,NA,NA
3,4,9.58,2,9,0,0,23,0,0
3,7,4.16,2,345,0,0,342,0,0
2,6,5.75,2,22,0,0,-15,0,0
5,9,9.25,2,806,0,0,434,0,0
3,1,3.83,2,155,0,0,53,0,0
4,6,6.41,2,21,0,0,-38,0,0
7,6,31.83,2,12,0,0,74,0,0
5,1,31.83,3,-42,0,0,-38,0,0
6,5,6.25,2,-31,1,0,-16,1,0
2,6,3,2,5,0,0,-84,1,0
5,9,7.75,2,-27,1,0,178,0,0
3,5,1.33,2,-29,0,0,174,0,0
4,4,21.58,3,34,1,0,-4,1,0
2,8,1.83,2,-4,1,1,NA,NA,NA
6,6,6.91,2,-33,0,0,-55,0,0
4,2,8.66,2,15,0,0,-57,1,0
6,6,10.75,2,20,0,0,-55,0,0
7,7,5.33,2,206,0,0,197,0,0
2,4,9.33,2,-2,0,0,288,0,0
7,3,6.25,2,5,0,0,-5,0,0
5,7,22.08,2,1122,1,0,151,1,0
4,3,28.25,2,1189,1,0,NA,NA,NA
2,1,6.83,3,-41,0,0,-44,0,0
5,4,12.91,2,265,0,0,65,0,0
4,4,3,2,-27,0,0,NA,NA,NA
2,1,3.91,1,-8,0,0,10,0,0
7,3,5.16,2,173,0,0,NA,NA,NA
2,3,0.16,2,33,1,0,NA,NA,NA
5,8,16.33,2,44,0,0,47,0,0
6,1,24.25,1,119,0,0,179,0,0
4,6,2.5,3,-3,0,0,-3,0,0
7,4,20.33,2,640,0,0,827,0,0
3,7,2.33,2,2,0,0,NA,NA,NA
5,5,13.25,2,-57,0,0,-25,1,0
5,8,7.08,2,369,0,0,333,0,0
1,1,1.75,3,-2,0,0,NA,NA,NA
5,6,6.5,2,108,0,0,NA,NA,NA
2,4,3.66,3,392,0,0,351,0,0
4,8,1.58,2,0,0,0,14,0,0
3,6,8.33,3,216,0,0,NA,NA,NA
4,6,13.08,2,-90,0,0,-75,0,0
5,1,2.66,2,4,0,0,1,0,0
6,1,28.41,2,230,0,0,313,0,0
4,3,14.33,1,11,0,0,-35,0,0
4,6,20.41,2,197,0,0,89,0,0
1,3,1.58,2,244,0,0,NA,NA,NA
4,6,27.5,2,-54,0,0,-72,0,0
2,3,3.66,2,-65,0,0,-33,1,1
4,1,1.5,2,11,0,0,NA,NA,NA
3,1,4.08,2,-136,0,0,NA,NA,NA
3,5,4.83,2,5,0,0,-40,0,0
4,7,17.83,2,-150,0,0,-126,0,0
3,7,22.5,2,-19,0,0,-25,1,0
4,4,28.58,2,-61,0,0,15,1,0
7,9,11.08,2,-7,0,0,-7,0,0
3,6,5.58,2,-12,0,0,-51,0,0
2,3,1.66,2,38,0,0,NA,NA,NA
5,6,30.66,2,591,0,0,586,1,0
3,7,2.66,2,89,0,0,52,0,0
4,7,7.08,2,223,0,0,337,0,0
4,6,0.16,2,455,0,0,NA,NA,NA
4,3,3.75,1,128,0,0,1247,0,0
3,9,0.41,2,-26,0,0,-6,0,0
7,1,11.25,2,103,0,0,63,0,0
7,6,22.08,2,7,0,0,69,0,0
2,5,2.75,2,-95,0,0,26,0,0
7,3,11.33,2,-79,0,0,-114,0,0
2,7,3.16,2,14,0,0,-2,0,0
3,7,1.58,2,-34,0,0,-28,0,0
3,6,4.5,2,18,0,0,-35,0,0
5,4,14.66,2,92,0,0,-14,0,0
4,3,4.41,2,-33,0,0,NA,NA,NA
5,8,31.75,2,636,0,0,745,0,0
4,6,23.66,2,-38,0,0,NA,NA,NA
3,9,7.33,2,292,0,0,372,0,0
3,9,11,2,624,0,0,634,0,0
6,9,31.58,2,458,0,0,506,0,0
1,5,1,2,16,0,0,NA,NA,NA
7,1,4.83,2,18,0,0,91,0,0
4,3,5,2,-18,0,0,-20,0,0
6,5,7.91,2,32,1,0,110,1,0
2,5,3.58,3,-12,0,0,30,0,0
4,6,18,2,4,0,0,NA,NA,NA
6,5,31.33,2,496,0,0,430,0,0
7,6,6.16,1,-8,0,0,235,0,0
2,2,5.91,2,9,0,0,129,0,0
7,1,30.25,1,153,0,0,194,0,0
5,6,11.41,3,10,0,0,-3,0,0
4,1,6.41,1,-27,0,0,-30,1,0
2,3,0.33,2,15,0,0,NA,NA,NA
2,9,14.58,2,346,0,0,947,0,0
3,4,8.41,2,-45,1,0,50,1,0
6,4,17,2,239,0,0,339,0,0
5,3,3.66,2,193,0,0,155,0,0
3,3,1.33,2,-37,0,0,-19,0,0
7,1,0.75,2,-48,0,0,NA,NA,NA
4,3,1.16,2,-28,0,0,15,0,0
4,8,11.41,2,134,0,0,141,0,0
7,7,20.08,2,-22,0,0,-86,0,0
2,4,7.41,3,50,0,0,NA,NA,NA
3,8,12.5,2,54,0,0,58,0,0
7,1,13.83,2,-23,0,0,-53,0,0
6,5,34.25,3,202,0,0,120,0,0
5,9,25.91,2,68,0,0,1003,0,0
7,7,6.33,2,658,0,0,492,0,0
5,8,31.83,2,200,0,0,293,0,0
4,5,2,3,335,0,0,602,0,0
4,4,5.08,2,164,0,0,158,0,0
6,3,16.16,1,1059,0,0,376,0,0
5,6,21.16,3,-4,1,0,10,1,0
3,3,23.58,2,-11,0,0,-20,0,0
2,7,23.5,3,24,0,0,44,1,0
4,6,19.75,3,-97,0,0,-128,0,0
5,7,8.75,2,-78,0,0,-66,0,0
7,2,19.5,2,-68,0,0,-65,0,0
3,6,6.41,2,-87,1,0,-68,1,0
5,1,33.83,1,163,0,0,129,0,0
3,3,5.16,1,-65,1,0,-66,1,0
1,6,6.75,3,-7,1,0,-10,1,0
2,5,4,2,113,0,0,117,0,0
7,3,21.08,2,106,0,0,113,0,0
3,6,7.58,2,-18,0,0,NA,NA,NA
2,8,6.08,2,24,0,0,5,0,0
3,4,11.33,2,-29,0,0,-36,0,0
7,6,5.08,2,-1,0,0,-2,0,0
2,6,3.83,2,189,0,0,195,0,0
7,3,1.25,2,-23,0,0,106,0,0
6,7,30.66,1,480,0,0,632,0,0
5,6,5.91,2,-24,0,0,NA,NA,NA
4,6,5.5,2,29,0,0,38,0,0
6,2,11.58,1,676,0,0,354,0,0
4,1,5.33,2,-28,0,0,33,0,0
5,7,22.08,3,142,1,0,197,1,0
2,3,17.91,2,283,0,0,191,0,0
3,6,12.41,2,107,1,1,195,1,0
7,4,17.25,1,150,0,0,NA,NA,NA
7,8,10.08,2,-62,0,0,-66,0,0
7,9,17.08,2,562,0,0,42,0,0
3,4,12.5,2,56,0,0,-2,0,0
7,6,2.91,2,-30,0,0,-27,0,0
2,3,10.5,1,247,0,0,73,1,0
4,5,19.16,2,341,0,0,163,0,0
2,7,11.5,2,-43,1,0,136,1,0
2,1,12.58,1,195,0,0,-18,0,0
5,5,18.91,3,20,0,0,17,0,0
5,7,30.08,2,214,0,0,300,0,0
3,6,9.5,2,146,0,0,158,1,0
2,5,6.91,2,-39,1,0,64,1,1
6,6,40.66,2,170,0,0,323,0,0
2,4,3.66,2,145,0,0,71,0,0
2,3,1.91,2,-3,0,0,-3,0,0
3,7,4.83,2,-48,0,0,-35,0,0
2,3,7.41,2,-98,0,0,-111,0,0
4,6,6.16,2,-102,0,0,-131,0,0
4,3,24.5,3,-119,0,0,-147,1,0
3,6,3.33,2,114,0,0,NA,NA,NA
6,4,27.33,2,187,0,0,2,0,0
7,1,32.33,2,245,0,0,726,0,0
4,2,4.5,1,-1,0,0,-5,1,0
2,1,0.58,2,-29,0,0,NA,NA,NA
7,6,31.83,1,597,1,1,360,1,1
4,6,5.83,2,75,0,0,45,0,0
6,5,13.41,2,100,0,0,-9,0,0
2,3,11.5,3,-24,0,0,-2,0,0
6,3,10.75,2,266,0,0,72,0,0
2,7,4.91,2,-35,0,0,NA,NA,NA
7,5,15.91,3,-31,0,0,NA,NA,NA
3,9,3.66,2,592,0,0,457,0,0
4,6,22.08,2,684,0,0,1114,0,0
4,7,6.5,2,0,0,0,-4,0,0
3,4,0.33,1,-16,0,0,NA,NA,NA
3,5,21.08,2,435,0,0,-4,0,0
4,9,8.25,2,-123,0,0,-141,0,0
4,6,4.83,2,38,0,0,110,1,0
5,6,16,2,50,0,0,261,0,0
3,9,0.5,2,15,0,0,17,0,0
3,6,7.91,2,120,0,0,2,0,0
5,3,20.66,2,-33,0,0,-71,1,0
3,1,16.08,2,-12,0,0,NA,NA,NA
4,7,19.25,2,-7,0,0,-31,0,0
2,8,1,2,11,1,0,NA,NA,NA
6,3,16.75,2,1050,0,0,991,0,0
2,3,0.66,2,-32,0,0,-7,0,0
3,3,1.91,3,-46,0,0,-43,0,0
5,7,35.66,1,-23,0,0,NA,NA,NA
3,7,7.41,2,156,0,0,157,0,0
7,3,0.66,2,-5,0,0,124,0,0
5,1,11.58,1,258,0,0,100,0,0
4,9,23.25,2,-42,0,0,-52,0,0
3,3,11.91,2,-39,0,0,-35,0,0
5,6,6.08,2,158,0,0,448,1,0
4,6,3.91,2,-33,0,0,340,0,0
1,1,4.66,1,90,0,0,NA,NA,NA
6,6,4.08,3,56,0,0,47,0,0
1,6,0.58,2,-106,0,0,-188,0,0
4,6,12.66,2,141,0,0,141,0,0
3,1,3.5,2,184,0,0,115,0,0
4,6,6.5,3,440,0,0,284,0,0
4,5,6.83,2,-8,0,0,-42,0,0
5,1,0.91,3,2,0,0,1,0,0
5,5,2.33,2,-31,0,0,-30,0,0
7,8,23.66,2,-68,0,0,-74,0,0
5,6,14.5,2,238,0,0,315,0,0
3,7,17.08,2,495,0,0,386,0,0
3,5,5.58,2,-30,0,0,-5,0,0
2,7,3.58,2,369,0,0,768,0,0
3,5,8.75,2,73,0,0,99,0,0
4,9,13.83,2,-51,0,0,NA,NA,NA
7,6,3.83,2,-29,0,0,NA,NA,NA
3,1,2.08,3,-3,0,0,-3,0,0
5,7,20.83,2,3,0,0,54,0,0
5,5,14.91,2,75,0,0,175,0,0
7,2,0.33,1,-60,0,0,NA,NA,NA
3,7,1.41,2,10,0,0,-6,0,0
4,3,18.58,2,9,0,0,10,0,0
3,7,18.91,2,235,1,0,-286,1,1
4,9,7.33,2,69,0,0,NA,NA,NA
2,7,6.41,1,205,0,0,-26,0,0
4,7,4.5,3,-92,0,0,NA,NA,NA
3,1,3.41,2,-25,0,0,-58,0,0
2,7,6.83,2,234,1,0,NA,NA,NA
3,9,20.5,2,315,0,0,407,0,0
5,1,2.75,2,4,0,0,-43,0,0
6,3,0.91,2,317,1,1,NA,NA,NA
7,4,13.08,2,-34,0,0,-1,0,0
6,2,26.33,1,64,0,0,270,0,0
2,4,5.16,3,-97,0,0,NA,NA,NA
3,6,2.83,2,12,0,0,10,0,0
5,7,11.75,2,-1,0,0,59,0,0
3,9,4.25,2,295,1,0,914,1,0
5,1,0.41,1,15,0,0,NA,NA,NA
5,8,19.5,2,370,1,0,246,1,0
7,9,7.83,2,442,0,0,NA,NA,NA
7,1,10.41,2,-165,0,0,-140,0,0
3,6,14.75,2,165,1,1,85,1,1
2,6,25.58,3,82,0,0,66,0,0
4,6,11.66,2,-115,1,0,18,1,1
3,3,1.91,2,-24,1,0,505,1,0
2,1,2.58,1,-123,0,0,NA,NA,NA
3,8,6.16,2,-46,0,0,-30,0,0
4,7,0.91,3,16,0,0,-8,0,0
3,4,12.66,2,90,0,0,67,0,0
5,6,17,2,-15,0,0,-22,0,0
5,7,0.91,2,22,0,0,73,0,0
6,1,2.16,2,178,1,1,NA,NA,NA
4,3,10.66,3,1705,1,0,-134,1,0
2,4,7.33,2,-3,0,0,10,0,0
7,9,17.5,2,667,0,0,350,0,0
4,9,10.58,2,-163,1,0,-1,1,1
3,1,2.25,2,-54,0,0,-34,0,0
4,9,13.75,2,24,1,0,-17,1,0
7,8,5.5,2,44,0,0,43,0,0
3,4,18.41,1,1140,0,0,1490,0,0
5,2,14.58,2,-10,0,0,-22,0,0
7,3,13.25,2,264,0,0,933,0,0
4,4,3.08,2,-27,0,0,-54,0,0
5,7,13.75,2,446,0,0,386,0,0
5,3,6.25,2,-33,0,0,59,0,0
7,3,2.33,2,24,1,1,-5,1,1
3,7,24.83,2,837,0,0,722,0,0
3,8,3.83,2,106,0,0,NA,NA,NA
3,9,5.83,2,50,0,0,21,0,0
2,6,4.16,2,-200,1,0,NA,NA,NA
5,9,15.08,2,170,1,0,295,1,0
6,1,30.08,2,36,0,0,15,0,0
1,4,1.25,2,-6,0,0,NA,NA,NA
3,6,5.25,2,-72,0,0,93,0,0
3,9,8.33,2,-111,0,0,-73,0,0
4,1,5.91,1,-3,0,0,-3,0,0
5,2,5,3,28,0,0,NA,NA,NA
3,7,10.33,2,29,0,0,NA,NA,NA
4,6,27.66,1,157,0,0,258,0,0
4,6,26,2,252,0,0,274,0,0
3,9,7.58,2,1026,0,0,413,1,0
5,4,4.58,2,243,0,0,1029,0,0
3,7,11.91,2,-94,0,0,-8,0,0
3,7,16.91,2,648,0,0,646,0,0
3,7,8.08,2,-2,0,0,-2,0,0
4,6,18.25,2,17,0,0,16,1,0
2,5,2.5,2,-92,0,0,-88,0,0
7,6,13.41,2,470,0,0,385,0,0
3,9,5.25,2,227,0,0,190,0,0
6,6,12,2,274,0,0,285,0,0
3,7,0.5,2,44,0,0,19,0,0
3,3,7.83,1,366,0,0,653,1,0
5,9,7.33,2,-18,1,0,-47,1,0
2,1,2.66,2,-27,0,0,-1,0,0
6,5,6.75,1,-27,0,0,NA,NA,NA
2,9,4.41,2,11,0,0,107,0,0
5,9,8.25,2,-12,0,0,40,0,0
5,8,1.33,2,398,0,0,415,0,0
7,7,22.25,2,56,1,0,NA,NA,NA
6,4,4.91,3,619,0,0,NA,NA,NA
2,7,5.91,2,391,0,0,343,0,0
4,3,2.25,2,656,0,0,NA,NA,NA
6,5,27.41,3,253,0,0,478,0,0
3,6,8.08,3,13,1,0,35,1,0
2,8,9.58,2,7,0,0,NA,NA,NA
3,1,8.83,2,128,0,0,163,0,0
5,4,9.83,2,-53,0,0,-126,0,0
4,1,19.08,1,209,0,0,175,0,0
4,6,12.75,1,-18,0,0,25,0,0
4,7,23.33,2,212,0,0,129,0,0
4,6,4.83,3,-20,0,0,37,0,0
4,6,6.75,2,17,0,0,-1,0,0
4,6,1.58,3,231,0,0,271,0,0
3,6,17.33,1,131,0,0,172,0,0
3,6,9.75,2,-90,0,0,-77,0,0
7,8,34.33,1,58,0,0,74,0,0
7,5,5.33,2,11,0,0,38,0,0
6,6,28.83,2,267,0,0,300,0,0
5,3,2.33,1,330,0,0,464,0,0
4,4,6.58,3,-110,0,0,NA,NA,NA
3,4,9.91,1,2,0,0,NA,NA,NA
2,6,3.16,1,-111,1,0,-6,1,0
3,8,0.5,2,-15,0,0,-21,0,0
3,9,4.5,2,634,0,0,670,0,0
3,8,17.5,3,1561,0,0,2062,0,0
5,8,3.5,2,-1,1,0,-33,1,0
4,6,2.91,1,-72,0,0,NA,NA,NA
6,6,10.91,2,333,0,0,255,0,0
5,6,6,2,160,0,0,NA,NA,NA
5,7,14.5,2,-20,0,0,-12,0,0
3,8,5,1,1487,0,0,1528,1,0
4,6,4.91,2,-24,0,0,124,0,0
4,7,3.75,2,-47,0,0,-48,0,0
6,7,8.91,2,-137,0,0,-88,0,0
6,9,30.83,2,767,0,0,1043,0,0
3,6,10.83,2,-46,0,0,-43,0,0
6,4,4.91,2,-56,0,0,66,0,0
4,5,13.08,2,-66,1,0,871,1,0
3,8,10.16,2,14,0,0,-50,0,0
3,7,10.41,2,3,0,0,3,0,0
3,3,1.25,2,-29,0,0,NA,NA,NA
4,6,11.08,2,-19,0,0,-193,1,1
7,9,19.33,2,233,0,0,193,0,0
3,2,5.5,3,-25,1,0,NA,NA,NA
6,1,2.16,3,-66,0,0,NA,NA,NA
6,7,30.08,2,-10,0,0,-7,0,0
3,4,5.83,3,-21,0,0,-29,0,0
3,3,21.83,2,215,0,0,271,0,0
2,6,6.83,2,424,0,0,407,0,0
3,9,13.75,2,691,0,0,522,0,0
2,6,0.58,2,-34,0,0,-37,0,0
4,8,0.83,3,-27,0,0,-29,0,0
2,7,7.5,2,-70,1,1,61,1,0
2,5,1.91,2,-31,1,0,-1,1,0
4,7,6.5,2,-62,1,0,-25,1,0
5,6,3.83,3,65,0,0,146,0,0
4,6,3.5,2,-34,0,0,NA,NA,NA
2,6,5,2,-50,0,0,-50,0,0
1,1,5.33,2,-194,1,0,NA,NA,NA
4,7,6.25,3,182,0,0,135,0,0
5,6,28.66,2,311,0,0,418,0,0
6,8,6.83,2,-36,0,0,NA,NA,NA
4,1,4.25,1,-169,0,0,NA,NA,NA
4,5,7.5,2,91,0,0,692,1,0
4,9,21.5,2,310,0,0,153,0,0
5,7,29.75,2,32,0,0,NA,NA,NA
4,6,15.75,1,8,0,0,48,0,0
2,9,1.75,2,131,0,0,128,0,0
6,4,33.08,3,-22,0,0,0,0,0
6,3,10.08,2,53,0,0,39,0,0
3,6,10.08,2,303,0,0,96,1,0
3,5,4.16,2,62,0,0,66,0,0
7,8,13.5,2,808,0,0,878,0,0
2,7,5.25,2,-36,0,0,253,0,0
5,6,23.5,2,29,0,0,NA,NA,NA
3,4,14.25,2,-93,1,0,NA,NA,NA
2,9,5.83,2,-5,0,0,NA,NA,NA
2,1,2.41,2,108,0,0,NA,NA,NA
7,6,4.91,3,308,0,0,327,0,0
4,5,21.91,2,-111,1,0,-124,1,0
3,9,5.33,2,-35,0,0,-5,0,0
4,9,13.33,2,103,0,0,-25,0,0
4,5,22.66,2,279,0,0,NA,NA,NA
4,9,1.58,2,42,1,0,59,1,0
2,3,8.58,2,-145,0,0,201,0,0
3,6,1.66,2,-26,0,0,285,0,0
1,1,1.91,2,18,0,0,-5,0,0
6,9,4.33,2,115,0,0,211,0,0
5,6,5.5,2,-51,0,0,-56,0,0
4,5,4.66,2,-104,0,0,NA,NA,NA
4,9,3.5,3,26,0,0,80,0,0
1,3,3.33,1,-57,0,0,-26,1,0
5,4,12.5,3,224,0,0,196,0,0
2,1,4.25,1,-66,0,0,-76,0,0
3,8,5.58,2,-50,0,0,-20,0,0
2,3,1.5,2,2,1,1,NA,NA,NA
7,1,30.83,1,855,0,0,814,0,0
4,5,7.33,1,54,0,0,NA,NA,NA
3,6,3.83,2,76,0,0,15,1,0
3,8,7.08,2,-31,0,0,-16,0,0
7,8,21.91,2,1326,0,0,1381,0,0
4,8,5.25,2,-39,0,0,-17,0,0
5,4,25.41,2,208,0,0,526,0,0
3,7,5.83,2,-65,0,0,-170,0,0
7,9,1.5,2,83,0,0,-40,0,0
3,3,1.25,2,-28,0,0,-1,0,0
3,3,6.25,2,-18,0,0,-12,0,0
4,7,15.66,2,12,0,0,43,0,0
4,6,7.83,2,-52,0,0,-246,0,0
3,8,2.41,2,762,0,0,701,0,0
3,6,15.5,2,387,0,0,550,0,0
3,2,4.5,2,-30,0,0,-30,0,0
4,7,0.33,2,-11,0,0,-44,0,0
5,1,7.66,3,-51,0,0,-19,0,0
6,6,33.5,2,1652,0,0,957,0,0
4,5,33.66,2,535,1,0,485,0,0
6,2,7.66,1,-70,0,0,-82,0,0
3,4,13.25,2,-25,0,0,13,0,0
4,6,11,2,-97,0,0,-104,0,0
3,9,7.83,2,919,0,0,503,0,0
6,4,19.66,3,153,0,0,194,0,0
2,1,8.41,2,-43,0,0,189,0,0
4,9,5.08,2,-41,1,0,-47,1,0
4,7,2.91,2,-47,0,0,-32,0,0
7,6,3.41,2,42,0,0,58,0,0
6,8,27.83,2,679,0,0,615,0,0
5,6,27.41,2,69,0,0,91,0,0
5,1,2.16,2,-19,0,0,NA,NA,NA
4,1,9.58,2,-74,0,0,-29,0,0
1,6,2.08,2,-7,0,0,-29,0,0
3,2,6.33,3,-43,0,0,-70,0,0
6,6,1.83,2,549,0,0,-68,0,0
5,7,15.08,2,200,0,0,177,0,0
2,7,3.66,2,-21,0,0,NA,NA,NA
4,7,10.75,2,226,0,0,64,0,0
3,5,13.16,2,-120,1,0,-136,1,0
4,6,12.08,2,-123,1,0,-23,1,0
3,7,14.25,2,212,0,0,154,0,0
5,7,19.5,2,-90,0,0,29,0,0
3,3,11.83,2,286,0,0,NA,NA,NA
4,7,23.33,2,-11,0,0,-31,0,0
3,9,13.83,2,1209,0,0,1344,0,0
7,1,27.58,2,960,0,0,1203,0,0
2,6,15.16,1,-150,0,0,-159,0,0
3,9,10.66,2,-41,0,0,NA,NA,NA
2,1,3,2,227,0,0,NA,NA,NA
4,9,18.08,2,475,0,0,NA,NA,NA
5,4,9.33,3,381,0,0,350,0,0
3,9,6.91,2,98,0,0,73,0,0
2,7,2.16,2,-93,0,0,-93,0,0
4,8,9.08,2,-71,0,0,-69,0,0
3,7,5.66,2,-15,0,0,-30,0,0
3,4,15.08,1,-148,0,0,-133,0,0
2,8,14.41,2,218,0,0,-65,0,0
3,6,11,2,487,0,0,431,1,0
2,9,3,2,-146,1,0,NA,NA,NA
2,7,0.33,3,358,0,0,398,0,0
4,5,24.25,3,154,0,0,205,0,0
4,7,0.5,2,-4,1,0,-33,1,0
3,9,3.91,2,381,0,0,259,0,0
3,1,4.33,2,111,0,0,89,0,0
3,7,15.91,2,142,0,0,131,0,0
4,7,21.91,3,92,0,0,116,0,0
6,3,17.5,2,301,0,0,784,0,0
2,1,7.66,1,-23,0,0,-74,0,0
4,9,14.5,2,-25,0,0,-52,1,0
4,6,5.16,2,-37,0,0,-8,0,0
7,3,2.16,2,-34,0,0,-30,1,0
2,6,2.66,2,-170,0,0,37,0,0
5,9,13.66,2,65,0,0,161,0,0
6,5,36.08,2,346,0,0,91,0,0
3,4,6.75,1,7,0,0,NA,NA,NA
4,7,5.41,2,-30,0,0,-1,0,0
4,5,10.16,2,-83,0,0,9,1,0
6,6,39.91,2,366,0,0,607,0,0
5,4,28.16,2,118,0,0,1169,1,0
2,4,2.08,3,-64,1,0,NA,NA,NA
4,6,15.91,3,229,0,0,-43,0,0
7,7,9.08,2,261,0,0,12,0,0
3,5,5.75,2,-130,0,0,-141,0,0
3,3,6.75,2,64,0,0,70,0,0
4,7,20.08,2,6,0,0,NA,NA,NA
7,1,23.33,1,-151,0,0,-83,0,0
6,5,12.25,2,-34,0,0,NA,NA,NA
2,7,5.75,3,128,0,0,-5,1,0
3,2,1.5,1,-68,0,0,-72,0,0
4,4,7.41,2,54,0,0,47,0,0
3,5,9.41,2,-155,0,0,-45,0,0
7,3,1.91,1,895,0,0,NA,NA,NA
4,8,5.91,2,91,0,0,NA,NA,NA
2,9,7.25,2,-30,0,0,-30,0,0
2,9,4.5,2,539,0,0,660,0,0
4,6,17.75,2,-25,0,0,NA,NA,NA
6,7,8,2,65,0,0,140,0,0
3,3,3.75,2,-94,1,1,-24,1,1
3,6,8.5,2,-3,0,0,-3,0,0
2,3,3.91,2,-8,0,0,-29,1,0
3,3,5,2,-110,0,0,33,0,0
5,5,19.75,2,-40,0,0,50,0,0
2,3,0.75,2,-5,0,0,1,0,0
6,4,23.33,2,-52,0,0,131,0,0
7,2,35.41,2,167,0,0,NA,NA,NA
4,9,21.33,2,1711,0,0,1509,0,0
2,9,7.91,2,69,0,0,856,1,0
5,6,39.66,1,87,1,0,NA,NA,NA
7,7,1.5,2,268,0,0,596,0,0
3,5,1.25,2,135,1,0,167,1,0
6,1,9.75,2,260,1,0,101,1,0
4,6,18.33,2,-26,1,0,104,1,0
4,9,4,2,-35,0,0,-35,0,0
4,5,7.33,2,-86,0,0,-121,1,0
7,3,2.66,3,-162,0,0,-70,0,0
3,6,6.75,2,-54,0,0,-85,1,0
2,8,7.66,2,247,0,0,84,0,0
4,5,6.66,1,-35,0,0,-173,0,0
4,4,6.5,2,67,0,0,99,0,0
3,6,6.41,2,790,0,0,460,0,0
5,6,3.66,2,-42,0,0,-47,0,0
7,6,28.58,2,-70,0,0,-70,0,0
7,3,18.66,2,-25,0,0,-39,0,0
6,3,9.16,2,105,0,0,370,0,0
6,6,23.41,2,379,0,0,423,0,0
3,6,4.66,2,-52,1,0,-8,1,0
6,9,16.83,3,-149,0,0,NA,NA,NA
6,6,11.91,1,228,0,0,257,0,0
5,6,36.5,2,810,0,0,93,0,0
1,7,4.66,2,-122,0,0,-160,1,0
2,3,5.75,3,-49,1,0,-57,1,0
3,1,10.08,3,-49,0,0,-86,0,0
7,4,7,3,191,0,0,NA,NA,NA
4,4,20.5,2,-35,0,0,NA,NA,NA
2,5,5.66,1,-31,1,0,-7,1,0
6,5,6.66,2,-31,0,0,-30,0,0
3,9,5.41,2,-44,0,0,5,0,0
2,3,11.08,2,27,0,0,-20,0,0
2,4,2.83,3,-165,0,0,-165,0,0
2,8,5.66,2,803,0,0,111,0,0
5,7,21.91,1,-80,0,0,-80,0,0
4,9,12.33,2,1243,0,0,1015,0,0
7,3,18.58,2,356,0,0,356,0,0
3,6,3.75,2,-119,0,0,NA,NA,NA
7,4,19.83,3,507,0,0,704,0,0
4,7,3.75,2,693,0,0,765,1,1
5,8,0.91,2,16,0,0,14,0,0
6,4,18,2,86,0,0,345,0,0
3,3,12,1,-90,0,0,NA,NA,NA
5,7,4.41,1,-17,0,0,-8,0,0
1,6,3.5,2,-66,0,0,NA,NA,NA
6,2,20.83,2,-82,0,0,NA,NA,NA
4,9,2,2,671,0,0,118,0,0
5,3,14.91,2,397,1,0,385,1,0
4,8,11.08,2,-61,1,0,-83,1,0
3,4,6.91,3,-8,0,0,-31,0,0
6,3,9,3,-6,0,0,38,0,0
2,5,8.66,2,20,0,0,289,1,1
7,1,28.08,1,-1,0,0,25,0,0
6,3,36.75,2,-201,0,0,514,0,0
3,8,2.33,2,-158,0,0,-177,0,0
